,Price Score,Market Capitalization Score,Price to Earnings Ratio (TTM) Score,Basic EPS (TTM) Score,Number of Employees Score,Free Cash Flow (Annual YoY Growth) Score,Free Cash Flow Margin (FY) Score,Free Cash Flow (Quarterly YoY Growth) Score,3-Month Performance Score,Basic EPS (FY) Score,EPS Diluted (TTM) Score,EBITDA (TTM) Score,Gross Profit (MRQ) Score,Gross Profit (FY) Score,Total Revenue (FY) Score,EPS Diluted (FY) Score,Last Year Revenue (FY) Score,Net Income (FY) Score,Current Ratio (MRQ) Score,Debt to Equity Ratio (MRQ) Score,Net Debt (MRQ) Score,Quick Ratio (MRQ) Score,Total Assets (MRQ) Score,Total Debt (MRQ) Score,Total Current Assets (MRQ) Score,Dividend Yield Forward Score,Dividends Paid (FY) Score,Dividends per Share (FY) Score,Gross Margin (TTM) Score,Operating Margin (TTM) Score,Pretax Margin (TTM) Score,Net Margin (TTM) Score,6-Month Performance Score,YTD Performance Score,Yearly Performance Score,1-Year Beta Score,Volatility Score,Price to Revenue Ratio (TTM) Score,Enterprise Value/EBITDA (TTM) Score,Enterprise Value (MRQ) Score,Total Shares Outstanding Score,Aggregated Score,Ticker,Sector,Description
6,0.4690089642558764,1.0,0.6959612737919627,0.3746491113384143,0.1168214882060534,0.2046973008639466,1.0,0.403091041384047,0.5069159152628321,0.3315821435703892,0.3660323701038858,1.0,0.7314876913365946,0.7037479975514462,0.2232052767079293,0.3149784726943123,0.2232052767079293,1.0,0.2492037588909811,0.498288304884054,0.8978948047026618,0.3184175459731182,0.2555592992729016,0.6878256149667291,0.4656851479207932,0.0793109530698708,0.2713830755232029,0.3007518796992481,0.935718361527464,1.0,1.0,1.0,0.5513059502387486,0.5632861191575974,0.5187042268425474,0.3938211187922155,0.1047354461547305,1.0,0.4247164616686218,1.0,0.7829265772365418,0.8402864777113488,V,Commercial Services,Visa Inc.
7,0.3843791631855849,1.0,0.0828758509613153,0.1894145062179393,0.0974991843080052,0.3020340309715204,0.8225510555573755,0.2030594164562533,1.0,0.2047628557571212,0.1851141034506872,0.470567248180666,0.3595402004102888,0.5353287823618519,0.2039525441999869,0.1976800518843229,0.2039525441999869,0.809380304557541,0.764035138873747,0.498939246409069,0.9584074949461834,0.7013811555789561,0.1153746645036122,0.822965974444106,0.3843519572772679,0.0,0.9092356687898088,0.0320802005012531,0.6564934799076718,0.6551740576557036,0.6534487590260196,0.7690531822867279,0.4708767902345153,1.0,0.31244111183181,1.0,1.0,1.0,1.0,1.0,0.9395846601822904,0.8361267923585136,NVDA,Electronic Technology,NVIDIA Corporation
110,0.3601056743513898,0.2398672897209438,0.9953692629563016,1.0,0.0026246089476613,1.0,1.0,0.2329385933214094,0.6654097493420629,1.0,1.0,0.6707054386013911,0.2268867366261638,0.4739189139727439,0.1356439135447207,1.0,0.1356439135447207,1.0,0.4238294409548877,0.5675026692694656,0.0,0.4233224522272094,0.0703147600738836,0.9851374986275652,0.2277557407794021,,1.0,0.0,0.935840824340572,1.0,1.0,1.0,0.512164335316462,0.2427566995048296,0.7250107259451901,0.5665962447674282,0.8522998770969139,0.7653549260571368,0.0,0.0965089168098841,0.1277554868239376,0.8219762341371819,MRNA,Health Technology,"Moderna, Inc."
39,0.0443922595795605,0.6907763892717119,0.9816916039410256,0.2923431287348012,0.5515373395006047,0.1073713520791821,0.4255948891991412,0.3820623069384765,0.4721044114641023,0.2516944696911031,0.2900954941374836,1.0,1.0,1.0,1.0,0.24501668268517,1.0,1.0,0.0681990522544346,0.3052183223755722,1.0,0.1023636049990071,1.0,1.0,0.6410883489678089,1.0,0.0,0.5182957393483709,0.4630748252841657,0.5467883935426548,0.661636761130103,0.6690711165542229,0.216682082683863,0.3514390343630665,0.2233326664120493,0.0,0.1009529865599318,0.9461292533104833,0.0434858641063554,1.0,1.0,0.8178260321556814,VZ,Communications,Verizon Communications Inc.
24,0.0500372569828617,1.0,0.9772379161646708,0.3020103516961862,0.3687263689230947,0.4419401351752059,0.952519265047413,0.3890993810385878,0.0900515062723952,0.2066743561422742,0.2955423119060754,1.0,1.0,1.0,0.6408674345951693,0.1989654391023387,0.6408674345951693,1.0,0.2886339640453778,0.5211461816649451,0.9228688771662512,0.2991111618524449,0.5988881705870819,0.4375863087460045,1.0,0.7191283911317976,0.0,0.3147869674185464,0.7219549410584181,0.8157252351585434,0.8681119239603641,0.9407857995580904,0.168945510034841,0.0,0.2379756191702896,0.1023298203476715,0.1423936657713558,0.8524155597884273,0.0133004992253761,0.813514186324191,1.0,0.8022508499028491,PFE,Health Technology,"Pfizer, Inc."
96,1.0,0.286755651568938,0.8945876194492979,1.0,0.0394171160969617,0.5984714025872897,1.0,0.2505520585106996,0.2544061339092299,1.0,1.0,0.3426275676540233,0.2792577323654726,0.4027078891950028,0.1168307154558871,1.0,0.1168307154558871,0.6769556405595288,1.0,0.5595205180766865,0.0,1.0,0.0753783793230614,0.9628677158511184,0.2476083375292324,,1.0,0.0,1.0,1.0,1.0,1.0,0.7636037565723733,0.3109149027997789,0.7305455532043226,0.1489420772967427,0.2672213859492593,0.5837759921798468,0.1431361284230165,0.2052340395078316,0.020090407911093,0.7988799490836018,REGN,Health Technology,"Regeneron Pharmaceuticals, Inc."
3,0.178743197778129,1.0,0.0,0.1406938558914686,1.0,0.0,0.1587850413851866,0.4859023383958573,0.2213243672955117,0.1798929722812065,0.1361005136015042,1.0,1.0,1.0,1.0,0.173937504395321,1.0,1.0,0.1163025627635573,0.4273638423989123,1.0,0.0930860790452522,1.0,1.0,1.0,,1.0,0.0,0.4453055675482718,0.1637900664475045,0.358095541822385,0.4194776657405984,0.0,0.8406912739383126,0.1198589131485483,0.7778508843468208,0.4970714847676521,0.88250007746398,0.3991519109820214,1.0,1.0,0.7951224508240324,AMZN,Retail Trade,"Amazon.com, Inc."
13,0.2726759545690609,1.0,0.5672149007159767,0.2228383335768725,1.0,0.0489475278233128,0.2596565707705059,1.0,0.2815241836086145,0.2451203756159392,0.2195044250538076,1.0,1.0,1.0,1.0,0.2378278909491549,1.0,1.0,0.097284856241106,0.4613772151259215,1.0,0.0,0.7621991019272554,1.0,1.0,0.2486581215565999,0.0,0.4411027568922306,0.1788236163979722,0.1811422058424276,0.3607872219062434,0.4051835949368743,0.5076369494404197,0.2328739102771304,0.527157095850526,0.135643709791003,0.0812771123642014,0.991002938342888,0.2068284045842507,1.0,1.0,0.7926117735703566,WMT,Retail Trade,Walmart Inc.
195,0.3273646894122429,0.122423029307571,0.0,1.0,,0.3079235578447977,0.6106906592676447,0.3941174532551399,0.8057194360731912,1.0,1.0,0.5806394599904152,0.226453640326653,0.3755628635405563,0.3212565426044207,1.0,0.3212565426044207,0.6399962303856743,0.7654761441180922,0.5286897223845102,0.8992945245646093,0.5231384857264781,0.0903694461002193,0.9011622782261496,0.234680009333317,0.1752098225434354,0.8786194267515923,0.4030075187969925,0.2886904822210747,0.6080513706635929,0.7269416681746699,0.7203438832991212,0.8148039311872148,1.0,1.0,0.6979322574872338,0.3580087943805742,0.9626048761809312,0.0,0.0796577024314961,0.0778385246736709,0.7681081706427864,NUE,Non-Energy Minerals,Nucor Corporation
21,0.1912525120238444,1.0,0.8731707886676189,0.3298045790489667,0.3159462986776193,0.2877422479067231,0.6143412813528575,0.4531640248747124,0.4131403129925366,0.2557375579257979,0.3273063504766936,1.0,1.0,1.0,0.3806743079926313,0.2482555459184072,0.3806743079926313,1.0,0.2544313792978135,0.4799637081955786,0.5843273816737511,0.2522567940651986,0.3232927781184208,0.5342521042710169,0.5657200601402453,0.5090713880207285,0.0,0.5293233082706768,0.8488908801294136,0.755323111162085,0.7825766953903681,0.8576858151870708,0.7442142989569132,0.1098029763249586,0.8818274600199045,0.0,0.0,0.7060978591978704,0.1637623978543443,0.768978931872977,0.9690727273900538,0.7635348769573507,MRK,Health Technology,"Merck & Company, Inc."
50,0.2238580170253122,0.5934512860814948,0.9721979811912912,0.635641059164635,0.037171564017427,1.0,0.7255870092665898,0.5560113854008304,0.153755606074596,0.2941876530932477,0.6350049339932711,1.0,0.9695488795960236,0.4470219700472162,0.3577654847955763,0.2850394992850278,0.3577654847955763,0.6772478641277239,0.2549442689888577,0.5281663850965972,0.8131404194871517,0.2989913134696741,0.2850642948979665,0.7423518659699595,0.3357555513060504,0.2674592476029883,0.463375796178344,0.3508771929824562,0.3842431895866528,0.7717304522958591,0.9182876976610904,0.8298230012313799,0.8253797124337117,0.3577911594386591,0.9262895855872244,0.2411596667741148,0.3748708017365361,0.8832786410470128,0.0,0.4211546910114187,0.4648306890215417,0.7616136779885858,COP,Energy Minerals,ConocoPhillips
118,1.0,0.221415371017439,0.9252172090293204,1.0,0.0745974320096731,0.1187162886854557,0.5169829926257318,0.3628071232177625,0.6439957179727127,1.0,1.0,0.3225264128965641,0.2606751518857503,0.2256495170102604,0.1257522356371823,1.0,0.1257522356371823,0.4028962154874239,0.6655240622343365,0.491488119884896,0.9252594122271484,0.4704226985451882,0.048928730589401,0.9272666358416544,0.2174362501118419,0.2197166253174008,0.8145382165605095,1.0,0.4770031265078273,0.7315825120494535,0.821500495030834,0.8835907310273041,0.2879586755663865,0.6280481030049737,0.3050998269810607,0.9868065373491324,0.2531641110105143,0.781271894585527,0.1219275979553505,0.1477744528714213,0.0308433841428896,0.7558197750641809,LRCX,Producer Manufacturing,Lam Research Corporation
28,1.0,0.9138631033102164,0.6386346042824301,0.6077007083144269,1.0,0.0922232071818272,0.2518735571341153,0.3543627443120435,0.2923152505426655,0.5823962634039378,0.6077941553547423,0.5105653310311776,0.7899242543790438,0.8597952612340775,1.0,0.5607491971213577,1.0,0.5007290330693608,0.1417131038908267,0.5173679725527041,0.98096472168749,0.0328105386591403,0.1951130860135096,0.8647498457460709,0.5760533753449555,0.0658466631047367,0.6592356687898089,0.6776942355889725,0.0027806497314238,0.1776851924157285,0.3815347580323156,0.4249689589453534,0.2511686155243289,0.577378530917226,0.5212245055778714,0.4465731480063377,0.0,0.96707674316866,0.3992009440595081,0.7420886233072854,0.1510444114148542,0.7409296750573837,COST,Retail Trade,Costco Wholesale Corporation
131,0.8344435161559826,0.1968898950328366,0.9270514152492962,1.0,0.4776452411569392,0.0908595011251883,0.4256143365540621,0.2979623453192076,0.393067325562604,1.0,1.0,1.0,0.7260632002524855,0.7264995343486668,0.4217751956295782,1.0,0.4217751956295782,0.4384143316353346,0.0,1.0,1.0,0.0,0.4428395270589612,1.0,0.0474051799909123,,1.0,0.0,0.4498128513521563,0.5545645122628344,0.5503480578705817,0.5529752807040209,0.1990922074721814,0.7265859020513991,0.0995898479578019,0.4856425763320124,0.2188171491817558,0.9546092616725164,0.0531500146349034,0.48304383363415,0.0372071749864536,0.735897274995799,CHTR,Consumer Services,"Charter Communications, Inc."
49,0.3512994784022399,0.6059748985101215,0.9104969980901528,0.591219515946688,1.0,0.381656944688389,0.4425778621203642,0.3460101365128843,0.39851997630803,0.6466210460675668,0.5895888856945274,0.8369043690664482,0.588355097049077,0.5339469799857495,0.7687582904367427,0.6209670487665753,0.7687582904367427,1.0,0.2364797855905035,0.376885500917943,0.7041077204250726,0.3042165537231228,0.2060939399408486,0.6355107235475774,0.408474721974172,0.6315587803365412,0.2181528662420382,0.818045112781955,0.1402022031115553,0.3780285581266131,0.5566623398971476,0.5856431587431626,0.2267827706006623,0.2948797070326566,0.3533821101919555,0.3909774084114452,0.4900507288698579,0.9218936791815182,0.1137493701293112,0.4791470844748788,0.3157286182669973,0.7319515589944565,UPS,Transportation,"United Parcel Service, Inc."
52,0.2489218054959694,0.5819207566739272,0.9395562382732802,0.5407030847439378,0.2343770992073393,0.1190761129578761,0.5289096966572449,0.4569430431776781,0.5127587369154432,0.5150128180569536,0.5357151182215867,0.8248852407222057,0.7726645100205145,0.7953004387029735,0.3428518489296577,0.4918891675848004,0.3428518489296577,1.0,0.3303262529990707,0.44942375507121,0.7538544615420615,0.2339267041432249,0.1419947272231151,0.7547540365044436,0.3405099289299493,0.3965098937261174,0.2693357597816197,0.5734335839598997,0.656526758227734,0.766290819881893,0.8772734869104957,0.9293042406121328,0.1972087671606232,0.8595126454802547,0.2411090996409035,0.5149946303532209,0.3227707502696459,0.7844119728527162,0.1015215439443751,0.4576019652216849,0.4159172597685578,0.7310194078967893,QCOM,Electronic Technology,QUALCOMM Incorporated
143,0.8270824395420778,0.1761390771193673,0.8859106518653798,1.0,0.0568441356543769,0.2643847088178016,0.8712788108444116,0.3715710388359167,0.73107970331028,0.9451411616542424,1.0,0.2369828283600002,0.1827409953448004,0.152195955515861,0.0616237058734663,0.9037170741617634,0.0616237058734663,0.3015278876270406,0.4774112004360693,0.2360105473775863,0.8713460107755067,0.358395826624255,0.0318273634918203,0.9083529701033464,0.1176428813282783,0.192360308487526,0.8547479526842584,0.8421052631578948,0.6919275922216955,0.9033357259807828,0.949592897881117,1.0,0.4003207271613097,0.2748544960389188,0.5940477383557886,0.7987447909265779,0.4747699925636004,0.6347408661274188,0.1838998643117468,0.1487397372193989,0.0329314052413279,0.7222819556549198,KLAC,Electronic Technology,KLA Corporation
11,0.265856797705873,1.0,0.9409113941017508,0.563271474386089,,,,,0.5068935962324258,0.5387659614357854,0.5633843308805817,,,,1.0,0.5195308532001843,1.0,1.0,0.2657644212727642,0.3125373356083658,1.0,,1.0,1.0,1.0,0.5262564801612033,,0.8020050125313284,,0.6890291449490862,0.8031330214245254,0.8253162980358819,0.7617863510949789,0.339845888245301,0.4284485165876647,0.4188365402850676,0.0,0.8418702164324857,,1.0,1.0,0.7165832534963354,JPM,Finance,JP Morgan Chase & Co.
465,1.0,0.0025221382415804,0.6483876962691084,1.0,0.0,0.2056393195585144,1.0,0.5176737676118729,0.0,1.0,1.0,0.0376251916595327,0.0,0.0,0.0,1.0,0.0,0.0604965969637963,1.0,0.5775097870500883,0.9410426049070794,1.0,0.0,0.0,0.0,0.0380407913004136,0.980604185623294,1.0,1.0,1.0,1.0,1.0,0.5135746389272084,0.0,1.0,0.1020620954910632,0.7026513773077084,1.0,0.5152897477756068,0.0,0.0,0.7123427599509691,TPL,Miscellaneous,Texas Pacific Land Corporation
47,0.3426287623907693,0.6238531378151189,0.8606149956069331,0.4639613311081544,,0.1483620093258321,0.8097896761001957,0.4093852808845979,0.4419232267464737,0.4348072400624396,0.4592265674169962,0.5693802459616097,0.34844465046552,0.4163009683831726,0.1486210266500325,0.4148714222086781,0.1486210266500325,0.730164023773855,1.0,0.4919503150821612,0.9389445631068905,1.0,0.0739084373187989,0.8695591662401165,0.2229136440111508,0.5218960994168018,0.0225204731574159,0.9403508771929826,0.8123939082686722,1.0,1.0,1.0,0.3339991852521125,0.3621383569131172,0.466770497981753,0.3561367589228564,0.1547431613249204,0.4419404401564266,0.2067066108510879,0.4710419831919307,0.3324480395030595,0.7092191282961557,TXN,Electronic Technology,Texas Instruments Incorporated
26,0.1489376114886987,0.9673055413737456,0.7558996808815605,0.2242188160920424,0.6758104139876784,0.0366211136954011,0.4569738175536395,0.5316705831417216,0.5392313243503086,0.1469206095607624,0.2182145937419871,0.9445839369374068,0.9553712324443744,1.0,0.3287096080223211,0.1415801276791923,0.3287096080223211,0.5696779992948422,0.0400041063308844,0.0,1.0,0.0849336667986681,0.3900708571056046,1.0,0.2850187982126347,0.2217514696647882,0.2136032757051865,0.2566416040100251,0.8437438974858272,0.7236234824251842,0.6940896138960888,0.7359756542952638,0.613780052088438,0.4428860622994909,0.5846652767796048,0.378603869721145,0.2776672336743672,0.6439703670483083,0.285184878104292,1.0,1.0,0.7029077262469088,ORCL,Technology Services,Oracle Corporation
29,1.0,0.9050657225323336,0.7047463982446239,0.7868135079637306,0.6134339673339348,0.1590674084049734,0.5657806254746153,0.3448263540545327,0.4976640847298412,0.8446304772229851,0.784613711062246,0.6215452333245307,0.5005769685971281,0.6047081156177828,0.3027634171758496,0.8076138681169273,0.3027634171758496,0.6492891767923052,0.3275069478784546,0.4822935142667084,0.4526642181212053,0.2540205554899988,0.2716356191113629,0.5537058829896964,0.3155099727895215,0.0,0.9101455868971792,0.2085213032581453,0.4553120714367747,0.5195475613783248,0.6172902000270226,0.6763516492128033,0.3058256796895853,0.3097477438549588,0.4930979685407262,0.3650336932203855,0.2767525772926988,0.6569182835875591,0.3631487776420327,0.7303744063706713,0.1308904516347789,0.7020361754266544,TMO,Health Technology,Thermo Fisher Scientific Inc
67,0.758845710930973,0.4657762224178058,0.9391035766404024,1.0,,,,,0.3728017916944436,1.0,1.0,,,,0.5398066596567758,1.0,0.5398066596567758,0.9285601327754692,0.3005390626881173,0.0124837422571288,1.0,,1.0,1.0,1.0,0.5212170201924289,,1.0,,0.5262974691579024,0.6652600550763151,0.7048591651729572,0.509102843091175,0.359677793997363,0.54337910001269,0.468856325134278,0.3958237957680156,0.8936458170627208,,1.0,0.1099433645298051,0.6950166454551872,GS,Finance,"Goldman Sachs Group, Inc. (The)"
282,0.9204732765822928,0.0658023758441024,0.9068829511886491,1.0,0.1077049306181985,0.2594713940443367,0.3481959945669073,1.0,1.0,1.0,1.0,0.2774237963865081,0.1407112987217926,0.1226197610529488,0.0812364628722343,1.0,0.0812364628722343,0.2054252705068465,0.1631045794785479,0.3303809441380818,0.7110103782834107,0.1943385147005531,0.0665150161928567,0.8156205492522357,0.0247034654325167,0.2056684501198166,1.0,0.0,0.3988041520561348,0.6543087750297719,0.7170129660335876,0.7169445553507563,0.9834520000853656,0.9181747838823358,0.9027762553244576,0.6726659637377901,0.2174406577626153,0.8452867570989407,0.0553579385831256,0.0803921951333095,0.0046328725855422,0.6733081381462642,URI,Finance,"United Rentals, Inc."
102,0.24998306500779,0.2753887166276286,0.952669489214041,0.590834980427142,0.0031044277680747,0.5874095606946538,0.7184318075504216,0.7347282653333838,0.191056363795155,0.3727018181669974,0.5882330088034872,0.8834538620390263,0.4910841091999369,0.2585184179956687,0.1466041502479066,0.3594044242324792,0.1466041502479066,0.4075334086179655,0.3379419466625586,0.5456653808004208,0.9320052863739722,0.3726984581834109,0.1153715422818529,0.9223843714094402,0.1558962177259338,0.4400082223460149,0.389444949954504,1.0,0.617616746632475,1.0,0.8599226306472989,0.8604876727286515,0.745743902480551,0.3509178449930806,0.7218675387157147,0.3164549309981497,0.3155405404682014,0.8363502841722051,0.0,0.1786916305155864,0.207228565567832,0.6723558225615058,EOG,Energy Minerals,"EOG Resources, Inc."
61,0.901415765348748,0.4850114502340507,0.8686468571993882,1.0,0.3840805711763238,0.0,0.2557010940609209,0.4294025137592706,0.4191619953216353,1.0,1.0,0.5663754638755492,0.5492741044658357,0.466752822580399,0.4096257250319118,0.9569649233846708,0.4096257250319118,0.602375447195586,0.2051593381746348,0.2113772012046805,0.0779432745436222,0.1936243497607352,0.2700557749011743,0.1973986369983655,0.7166320760840771,0.1591082816759129,0.701319381255687,0.874185463659148,0.2700367886001693,0.4620631972528791,0.6082993870727011,0.6322807549406775,0.7970211140266406,0.1837968523602807,0.631699700573688,0.3859901519922431,0.1762893005654428,0.8599961699253561,0.238262358858756,0.5246856319873113,0.0941441743566057,0.6721026322006065,DE,Producer Manufacturing,Deere & Company
