Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
JNJ,Johnson & Johnson,-0.09250694,-0.1356183,-0.32339521,-0.16023666,-0.31989929,-8.29323521,-3.70326339,-8.29323521,-6.92864529,-6.11416981,-8.03814714,-5.18553201,0.2813858,4.63123914
JPM,JP Morgan Chase & Co.,0.12593099,0.06472492,-0.04310345,0.05033436,-0.44361763,3.75093214,-0.84806157,3.75093214,9.66343501,22.63552226,2.87636794,-3.50925862,1.04175,1.01504571
META,"Meta Platforms, Inc.",0.04082466,-0.00680087,-0.54116215,-0.34229166,-0.92985648,22.20375602,-3.08422301,22.20375602,55.89950175,-9.60722847,19.73619932,-50.25377139,1.18353,3.25961211
WMT,Walmart Inc.,0.02814919,0.05631423,0.26805869,0.46649703,0.2503791,0.25389661,-0.80251221,0.25389661,-0.5735469,7.55901937,-0.2806033,4.52205882,0.6576082,1.43696468
MA,Mastercard Incorporated,0.08493428,0.03503477,-0.18017533,0.04851621,-0.32759593,6.72648319,-0.77801246,6.72648319,11.70910842,6.03428571,6.0464053,3.3616488,1.0340476,1.25338387
CVX,Chevron Corporation,0.12068966,-0.08602891,-0.18334957,0.16674333,-0.80569395,-2.9472394,-2.92560602,-2.9472394,-5.25915049,9.34655703,-2.15681869,34,0.62272906,3.32815109
LLY,Eli Lilly and Company,-0.07337619,-0.12028046,-0.13492902,0.22667726,-0.4502924,-6.92652526,-0.4676995,-6.92652526,-1.54121967,6.19717431,-7.03325506,43.37445787,0.5758799,2.45684322
PG,Procter & Gamble Company (The),0.17047876,0.14202528,0.24168325,0.27732347,0.14913714,-6.96093956,0.31301131,-6.96093956,4.68448404,-0.45884512,-6.58496191,-11.09639997,0.68524146,1.31166239
HD,"Home Depot, Inc. (The)",0.10830095,0.08279727,-0.04770537,-0.08583691,-0.7014218,-0.51288546,-0.77362721,-0.51288546,4.61763825,3.58991264,-1.00182723,-12.75231141,0.8608769,1.41859798
BABA,Alibaba Group Holding Limited,0.05398596,-0.21983938,-0.50997584,-0.43309812,-0.88243159,26.23453286,-6.06521372,26.23453286,63.50536686,20.86956522,22.05026891,-1.81015453,0.7436719,7.83384952
BAC,Bank of America Corporation,0.07794232,0.05667328,-0.01415829,0.07085164,-0.46511628,6.5821256,-0.42313117,6.5821256,-3.1284303,5.62537403,6.22931086,-22.1180364,1.0795128,1.08015918
MRK,"Merck & Company, Inc.",0.05657709,0.02828054,-0.00942329,0.25510204,0.05657709,-4.38035151,0.67375214,-4.38035151,5.40486836,21.59312321,-3.91268907,33.37943173,0.2676406,1.06161137
KO,Coca-Cola Company (The),-0.02472595,-0.00824334,0.02473819,0.05774148,-0.31229454,-4.66907719,0.24797487,-4.66907719,1.01615859,-4.5790716,-4.59408433,2.10473144,0.6406932,1.17433014
ABBV,AbbVie Inc.,0.08587229,0.10306445,0.05837712,0.22702256,-0.07544582,-9.87562651,-0.43068089,-9.87562651,-0.68866767,2.77307367,-10.11478647,7.10346349,0.47329116,1.28046262
PFE,"Pfizer, Inc.",0.11494253,0.10343639,0.01148237,0.29686028,-0.13758312,-15.0078064,-0.54807034,-15.0078064,-9.27083333,-12.53263708,-14.62458342,-19.00688116,0.612419,1.70526558
AVGO,Broadcom Inc.,-0.03956309,-0.16149538,-0.09627286,0.17065141,-0.73112402,3.99191601,-1.61424051,3.99191601,22.20599208,8.62336304,2.91150442,7.01008539,1.0961082,1.93700842
ORCL,Oracle Corporation,0.08017409,0.06871278,0.10883886,0.40216017,-0.15220561,6.86322486,-1.8429037,6.86322486,11.13231552,13.85557873,5.91730326,9.20115014,0.9871757,2.29911484
PEP,"PepsiCo, Inc.",0.02950375,-0.07073803,0.01179941,0.14769303,-0.16489988,-6.18842024,-0.08253744,-6.18842024,-6.33359125,-3.19853781,-6.15205715,0.57563349,0.5438876,1.36868866
COST,Costco Wholesale Corporation,0.09147675,-0.05559968,-0.06552169,0.06759712,-0.21015901,10.2475356,-0.00198693,10.2475356,-0.08338297,-7.65504587,9.88646288,4.03935999,1.0793738,1.04522653
TMO,Thermo Fisher Scientific Inc,0.18373705,0.08867764,0.15973307,0.18996219,0.11087163,2.46962901,-1.62822725,2.46962901,9.2442018,-4.41271132,1.9881075,1.75087454,0.9687682,2.29509951
MCD,McDonald's Corporation,0.11822951,0.12892088,0.1996746,0.2033798,0.01845495,2.79285091,-0.57623137,2.79285091,-1.02305528,3.76939284,2.79285091,8.356,0.6566887,0.92942309
CSCO,"Cisco Systems, Inc.",0.09339006,-0.04145078,-0.09321595,0.08300477,-0.3615329,1.21746432,-0.59781488,1.21746432,5.79201404,7.39420935,0.7521939,-11.52293578,0.7610624,0.81047382
DIS,Walt Disney Company (The),0.08371314,-0.05470983,-0.30575373,-0.25492468,-0.86604017,23.83747698,-1.78017163,23.83747698,-0.10213556,1.75919796,20.91481232,-20.42748317,1.2047673,1.91663565
NKE,"Nike, Inc.",-0.06325611,-0.09485416,-0.13432364,-0.18164587,-0.13826887,7.9993163,-0.9095899,7.9993163,32.06186644,11.41773938,6.59637284,-12.31612545,1.1975579,1.07365001
ABT,Abbott Laboratories,0.08201203,0.01821328,-0.01820665,0.07745228,-0.36287762,0.0182166,-0.1273306,0.0182166,10.2288697,0.64155439,-0.63342684,-9.07510143,0.74432075,0.95785441
DHR,Danaher Corporation,0.06855576,-0.06846189,-0.14821571,-0.11025358,-0.19373219,-1.00595283,-1.21437702,-1.00595283,3.54679803,-8.94441364,-1.8893992,-3.4858948,1.0927129,1.70192491
TMUS,"T-Mobile US, Inc.",0.03402749,0.00680365,-0.05439587,0.36529992,-0.08836324,4.98571429,0.17038097,4.98571429,-3.92836133,3.10044893,5.74100719,39.04077192,0.71935,1.79578918
ACN,Accenture plc,0.10947307,0.05835582,-0.13105206,-0.07277633,-0.5856006,2.80317793,-1.06394489,2.80317793,-4.43809657,-9.18961864,1.90193165,-17.84366577,1.2822845,1.51476346
WFC,Wells Fargo & Company,0.11912251,-0.01079564,-0.06473889,-0.04316857,-0.56897477,12.10946961,0.36860364,12.10946961,-0.6225848,6.68356764,11.24729632,-13.654169,1.0158236,1.83366077
VZ,Verizon Communications Inc.,-0.07302824,-0.13380367,-0.08518924,0.15859461,-0.33359717,4.18781726,1.00885827,4.18781726,8.08320169,-9.7008359,3.21850641,-20.19828927,0.3764665,1.52334152
CMCSA,Comcast Corporation,0.03823117,-0.08909253,-0.29213769,-0.19071837,-0.49158425,12.21046611,-0.90909091,12.21046611,22.68250743,3.75462718,12.30681168,-18.05144548,0.7598607,1.69491525
ADBE,Adobe Inc.,0.03853777,0.01651255,-0.17853709,-0.13961549,-0.43833215,7.99037233,-1.96649672,7.99037233,13.21142644,-11.96434195,6.83795861,-26.44661368,1.6756078,2.171816
CRM,"Salesforce, Inc.",0.06073489,0.09417054,-0.08490509,0.15806432,-0.69019561,24.25522287,0.13980063,24.25522287,-0.15151515,-11.20034496,21.8655226,-23.12179188,1.5700502,1.86046512
MS,Morgan Stanley,0.07818608,0,0.01562744,-0.03124024,-0.40460629,12.86756057,-0.92917613,12.86756057,15.26726727,13.32073689,12.05698605,-3.16851665,1.0839461,2.04382638
PM,Philip Morris International Inc,0.02890173,-0.14377834,-0.10102468,-0.12985139,-0.41481837,2.58867701,0.06746338,2.58867701,12.540646,5.19756839,2.28548911,1.79411765,0.73586494,1.29782082
LIN,Linde plc,0.12935017,0.07695386,0.03692308,0.10160411,-0.26381987,-0.35256607,0.10163228,-0.35256607,6.91072956,8.38668801,2.31686971,5.74895888,0.8076819,1.34493183
NFLX,"Netflix, Inc.",0.05383656,-0.06509311,-0.48473917,-0.11611774,-0.89809436,19.74701574,-2.12323641,19.74701574,19.22544485,57.08438987,18.46943568,-8.70048609,1.6829754,2.29414349
TXN,Texas Instruments Incorporated,-0.05195705,-0.06926407,-0.07503174,0.20256974,-0.20175236,4.78755599,-1.204063,4.78755599,6.71227811,-2.74141902,3.53426624,-0.3912318,0.9566998,1.75947971
BMY,Bristol-Myers Squibb Company,0.10421733,0.00694107,-0.07628823,0.20168301,-0.53845092,0.11118833,-0.57971014,0.11118833,-6.45454545,-1.73260573,0.37625418,13.11243719,0.30607575,1.4329438
UPS,"United Parcel Service, Inc.",0.27477975,0.14145072,-0.10159734,0,-1.39008831,1.80050621,-2.81179636,1.80050621,4.74076705,-9.10164877,1.54932002,-9.61695608,1.00396,3.23147571
COP,ConocoPhillips,-0.008296,-0.19046042,-0.35548942,-0.18219462,-0.79835391,2.1440678,-2.49170779,2.1440678,-6.37719435,26.40797063,3.40597117,36.99704478,0.80073714,2.72583728
NEE,"NextEra Energy, Inc.",0.06664889,0.113356,0.19352686,-0.14631551,-0.43106307,-10.22727273,-0.70124372,-10.22727273,-4.01585881,-12.49854261,-11.04658054,3.77488938,0.9322731,1.94952597
QCOM,QUALCOMM Incorporated,-0.08349146,-0.23493748,0.00759705,0.2284148,0.50389372,19.72894306,-1.32683658,19.72894306,9.929848,-10.85602059,18.21284239,-18.75192889,1.1721853,2.49711871
RTX,Raytheon Technologies Corporation,0.21319797,0.17251877,0.27427875,0.54648148,0.13187259,-2.18985335,-0.8935743,-2.18985335,3.54557852,5.29066667,-2.25764927,10.9475104,0.6666865,1.98763477
T,AT&T Inc.,-0.14855162,-0.09908348,-0.04956629,0.27349577,0.22365805,9.50570342,1.05263158,9.50570342,8.56219709,9.44625407,8.91410049,10.96764335,0.59651345,1.86023127
SCHW,Charles Schwab Corporation (The),-0.05293806,-0.21141649,-0.89238845,-0.57270752,-0.30363036,-9.32020178,1.08448253,-9.32020178,-5.71928072,10.09040537,-9.65657533,-15.13039568,1.19757,3.77871415
HON,Honeywell International Inc.,-0.02429543,0.00972148,-0.11408598,-0.02429543,-0.65905415,-3.97573495,-1.129102,-3.97573495,0.6505258,8.6713139,-4.35510109,2.69487973,0.78847903,1.83843198
CAT,"Caterpillar, Inc.",0.02676148,-0.09545993,-0.11453005,-0.00764351,-0.57759538,9.15845717,-1.14916459,9.15845717,19.60847093,42.64673794,8.65049028,27.19490248,0.9683752,1.41207761
AMGN,Amgen Inc.,0.04771561,0.11937448,0.13929794,0.3029699,-0.11909015,-4.20727993,-0.81214272,-4.20727993,-6.68026706,2.29730829,-3.5573274,12.29189913,0.50487477,1.42059058
PDD,Pinduoduo Inc.,-0.05144562,-0.13364861,0.0927357,-0.04116073,-0.28741532,19.12936849,-7.19335117,19.12936849,62.92134831,97.21883881,13.61244299,90.49019608,0.5358921,9.25790627
AXP,American Express Company,0.00579139,-0.22534235,-0.42670972,-0.552868,-2.18647332,16.85956007,0.20312228,16.85956007,15.13736997,12.06594405,15.46074629,0.52398696,1.2593112,3.21718988
DE,Deere & Company,0.01188128,-0.03087813,-0.17077799,-0.09732014,-0.29847918,-1.90316261,0.57869817,-1.90316261,5.67839196,24.72569836,-1.72897196,13.02805547,0.99719495,1.85406699
BA,Boeing Company (The),0.09070078,-0.01907396,0.01431025,0.08114558,-0.23315569,10.06877001,-0.71032817,10.06877001,45.61427877,27.45121877,8.66545737,11.06579087,1.0856533,1.75725772
SBUX,Starbucks Corporation,0,0.17558451,0.0692361,0.18484288,0.23579454,9.27419355,-0.56870299,9.27419355,23.0978878,26.03185676,7.79634049,14.03324216,0.8382205,1.48853576
UNP,Union Pacific Corporation,0.03498426,-0.0221274,-0.17206553,-0.23426207,-1.0578349,-3.31771865,-1.08206927,-3.31771865,1.52129817,-10.44108437,-3.42032901,-18.28571429,0.7250913,1.9675
IBM,International Business Machines Corporation,0.23698437,0.18504811,0.12575825,0.31127251,-0.10701502,-3.96763432,0.67713372,-3.96763432,-2.13381555,2.63996359,-4.11055989,1.58420302,0.64932156,1.58978952
LOW,"Lowe's Companies, Inc.",0.08921049,0.06937218,-0.14833127,-0.37000493,-0.66892922,1.34009235,-0.2864339,1.34009235,1.97474747,6.4757686,0.20844707,-11.43909821,0.97955877,1.6952523
GS,"Goldman Sachs Group, Inc. (The)",0.02518046,0.03637585,-0.20655967,-0.22048563,-1.22123062,4.10041354,1.06304778,4.10041354,3.57256686,7.64597826,3.46164978,5.84194475,1.1096002,2.81782066
SPGI,S&P Global Inc.,0.11483254,0.06203152,-0.28864744,-0.36190476,-0.94946981,9.31510121,-1.94166957,9.31510121,12.56494604,-0.77506775,7.04595954,-7.36027123,1.176027,2.2428884
LMT,Lockheed Martin Corporation,-0.05857595,-0.17335905,-0.1560502,-0.13440569,-0.29435318,-5.32385044,0.2154047,-5.32385044,-5.2342448,7.79834765,-4.71668839,18.37316885,0.6122653,1.54379213
INTU,Intuit Inc.,0.00720426,-0.09116426,-0.62400821,-0.30641802,-0.24432893,6.99604337,-1.45994037,6.99604337,-3.9286703,-7.75688307,4.97857323,-19.93809597,1.6786664,2.51795071
AMD,"Advanced Micro Devices, Inc.",0.02070822,-0.16535759,-0.24769413,-0.16535759,-1.33460439,11.85734136,-3.91246684,11.85734136,17.83361796,-23.60012654,9.77605382,-28.65583456,1.8768508,4.14364641
ELV,"Elevance Health, Inc.",-0.01430411,-0.08780348,-0.32897752,0.01635256,-0.54271602,-4.65719243,-0.70046495,-4.65719243,-10.26055046,2.87324892,-3.85311001,12.5253083,0.5683641,1.64954361
INTC,Intel Corporation,-0.1963234,0.01788589,0.19709729,0.41300054,0.17914726,5.75104048,-0.74573864,5.75104048,-2.95138889,-22.5547243,3.34627473,-41.41689373,1.0530825,3.03577882
CVS,CVS Health Corporation,-0.00574284,-0.02296739,-0.20632737,-0.03777575,-0.59941771,-6.58868977,-0.83162452,-6.58868977,-7.99069866,-11.21876594,-5.09158308,-18.39700023,0.5052183,1.60938039
BX,Blackstone Inc.,0.03162555,0.06327112,-0.51373454,-0.57627829,-1.20595575,27.91481332,-1.00146046,27.91481332,1.63864196,-7.34231595,23.56770833,-21.44690009,1.8061712,2.5706125
BLK,"BlackRock, Inc.",0.10571815,-0.04676581,-0.23073127,-0.06278973,-0.85748744,5.53603432,-1.49108248,5.53603432,13.87459269,11.11177144,3.86944444,-4.70086015,1.5806785,1.69314437
MDT,Medtronic plc.,-0.07864965,-0.06051071,-0.06051071,-0.012108,-0.19337684,6.25321668,0,6.25321668,-5.57969357,-11.47084048,5.91253046,-20.1739971,0.506676,0.92754089
GILD,"Gilead Sciences, Inc.",0.09003061,0.14412683,0.08402353,0.24646829,0.51232596,-2.91205591,-0.45383972,-2.91205591,6.50396116,36.93116478,-2.03338035,23.71975657,0.5366536,1.83395866
C,"Citigroup, Inc.",0.01932367,0.0096609,-0.07722008,-0.12542209,-0.15432099,14.41521114,-0.21210953,14.41521114,11.77105832,0.99531616,13.1147541,-18.65765483,0.9818579,1.35683677
EL,"Estee Lauder Companies, Inc. (The)",0.07010035,0,-0.03685549,-0.12887547,0.53374847,9.31038652,0.15510174,9.31038652,31.71288427,0.61957409,5.86696854,-8.0332316,0.9189102,1.37221269
CI,Cigna Corporation,0.01611084,-0.05795608,-0.08690894,0.07576612,0.38485172,-6.33186455,0.66818034,-6.33186455,-3.97277228,14.05681526,-5.19305963,36.32610033,0.4809279,1.15020736
BKNG,Booking Holdings Inc. Common Stock,0.00328286,-0.06110389,-0.14259607,-0.20066506,-0.34350489,20.92513199,-1.11705775,20.92513199,28.85551884,25.941468,19.52835695,3.27411727,1.2823061,2.09787602
SYK,Stryker Corporation,0.02204806,-0.01602885,-0.21595681,-0.09409598,-0.6173823,2.06552415,-1.82161545,2.06552415,16.30855278,16.20564403,0.91802483,3.79336162,1.1118698,1.96573996
TJX,"TJX Companies, Inc. (The)",0.04908578,0.05522489,0.26440386,0.32609364,-0.1653095,2.39949749,-0.46403712,2.39949749,12.33461963,30.96079692,2.2325348,17.24683544,0.8383185,1.20044324
CB,Chubb Limited,0.05752721,0.00221136,0.05309969,0.2082964,0.2282852,2.47960109,-0.55426033,2.47960109,4.92921792,22.21981943,2.75909091,17.20151382,0.6473357,1.48530262
ADP,"Automatic Data Processing, Inc.",-0.04046945,-0.06743088,0.05401026,0.162206,-0.02023882,-6.91199866,0.70199275,-6.91199866,-8.24874144,-7.82655557,-7.65812534,12.90240682,0.9196164,2.20147375
AMAT,"Applied Materials, Inc.",0.05548363,-0.01848087,0.09250694,0.11102887,-1.27737226,11.11111111,-3.82222222,11.11111111,19.55801105,2.32646113,8.4494337,-16.51556653,1.6984748,4.20043533
PYPL,"PayPal Holdings, Inc.",0.0188383,-0.17548258,-0.69825436,-0.54324071,-1.32646765,11.82252176,-2.67628009,11.82252176,-6.30588235,-21.25766265,8.07436559,-49.71269811,1.6455469,2.8855221
NOW,"ServiceNow, Inc.",0.18108971,-0.02823614,-0.22544356,-0.40394721,-1.50994203,13.98511345,-3.55010243,13.98511345,3.62695514,-3.94574064,12.02035031,-16.28931888,1.723443,4.25792966
MDLZ,"Mondelez International, Inc.",0.01541782,0.01541782,0.24725699,0.41795666,0.06169983,-2.71567892,0.18541409,-2.71567892,5.32813515,0.24737168,-2.4962406,-0.44526332,0.6312458,1.59913057
GE,General Electric Company,-0.09268986,-0.16055329,-0.30215206,0.1610705,-0.97991181,23.62205683,-2.88357563,23.62205683,31.85198668,38.25803564,23.23964412,15.99431271,1.2460173,3.17342259
ADI,"Analog Devices, Inc.",0.13630437,-0.14773667,-0.10050845,0.28785945,-0.4184347,2.98725843,-1.11221682,2.98725843,16.41513335,-1.21052632,2.02935314,9.60939528,1.029933,1.66924082
ISRG,"Intuitive Surgical, Inc.",0.04542639,0.02477291,-0.10720765,-0.05363258,-0.97285808,-8.71302054,-2.03429588,-8.71302054,-2.35417423,1.33450469,-10.14874439,-8.3919522,1.3754308,2.18199851
MMC,"Marsh & McLennan Companies, Inc.",0.09313155,0.01744896,-0.17415535,-0.07554187,-0.16835994,3.89775199,-0.11619125,3.89775199,5.74451073,5.92692995,3.37923156,17.06270852,0.9964924,1.25903474
VRTX,Vertex Pharmaceuticals Incorporated,0.02344299,0.01719045,-0.16846571,0.12672288,-0.16846571,10.8040723,-0.45730285,10.8040723,2.41326335,15.93058223,10.86933925,40.78359769,0.54059494,1.08385803
REGN,"Regeneron Pharmaceuticals, Inc.",0.01221847,-0.02578474,-0.06375907,0.43627638,0.41437217,2.07487283,-0.85753133,2.07487283,-1.80533333,22.74333333,2.02255285,21.07054201,0.675647,2.2532577
SLB,Schlumberger N.V.,-0.02661226,-0.12353841,-0.15946137,-0.32723092,-0.4768633,5.38720539,-1.10584518,5.38720539,6.90702087,52.64156055,6.58342792,44.75847893,0.9213927,1.51461155
MO,"Altria Group, Inc.",0.02247444,-0.03369272,0.11247329,0.18007878,-0.23537323,-2.64712317,0.81558677,-2.64712317,-4.13614821,1.13636364,-2.68970042,-10.91091091,0.46954253,1.58535315
PGR,Progressive Corporation (The),0.01476778,-0.01712516,0.11086475,0.21456052,0.28876055,4.38670881,0.24431776,4.38670881,5.06712191,19.12722154,4.6610497,25.42843909,0.7852029,1.15207373
DUK,Duke Energy Corporation (Holding Company),0.10833169,0.11326144,0.16752069,0.19714145,-0.29416409,-1.31080687,0.05906675,-1.31080687,8.62455915,-7.11021751,-1.51162791,-1.50208354,0.5647183,0.97855095
TGT,Target Corporation,-0.12434865,-0.09086418,-0.13617525,0.23437741,-0.43110904,13.17767042,0.10088422,13.17767042,1.34583033,2.61589001,12.47207868,-21.28424098,1.3852905,2.32291541
EOG,"EOG Resources, Inc.",0.29610508,0.09092287,-0.02270491,0.23142001,-0.15871816,1.99197035,-1.90108421,1.99197035,-4.68287755,21.68386146,3.203125,20.36446469,0.9028727,2.46537818
ZTS,Zoetis Inc.,0.08811108,0.06074965,-0.12127827,0.06986847,-0.2180893,12.38485159,-0.29059208,12.38485159,8.78467635,-8.31663327,10.78972151,-12.78792693,1.0533556,1.1048712
USB,U.S. Bancorp,0.13334701,0.06150062,-0.03072197,-0.112555,-0.56025262,11.90094015,-0.12279984,11.90094015,14.01869159,2.97531125,10.40723982,-14.90845684,0.87735826,1.64812526
SO,Southern Company (The),-0.15547494,-0.08149959,-0.27360793,-0.11110288,-0.73605182,-5.5734491,-0.83823529,-5.5734491,2.52394709,-11.1477138,-5.599888,-0.83823529,0.51843554,1.2310887
HCA,"HCA Healthcare, Inc.",-0.12617799,-0.29915371,-0.61602448,-0.53016023,0.20770281,5.55925988,-0.57699101,5.55925988,15.70436689,18.54729255,4.81234742,10.60652373,1.0970644,2.52937662
BDX,"Becton, Dickinson and Company",0.01598657,0.10800864,0.14807107,0.18415469,-0.54447182,-1.63979552,-0.67111429,-1.63979552,5.55790007,2.92992058,-4.77042565,1.59570777,0.7193059,1.36640487
ITW,Illinois Tool Works Inc.,0.00434783,-0.07819627,-0.16060422,-0.08253692,-0.50609914,4.38039038,-0.31213422,4.38039038,6.95348837,11.91414805,4.21481985,0.16116386,1.0121968,1.29498602
APD,"Air Products and Chemicals, Inc.",0.05099927,-0.10184272,-0.11455847,-0.08594347,-0.36819552,1.82962434,-0.07957982,1.82962434,24.10057721,27.93967801,1.23846997,14.15790814,0.77914506,1.5221623
MRNA,"Moderna, Inc.",0.07745505,-0.29213979,-0.76256309,-0.32510469,-1.21778069,0.6959136,-4.47847901,0.6959136,16.86373328,7.82759032,0.01105889,20.62020674,1.2421812,4.82174491
ABNB,"Airbnb, Inc.",0.07772139,-0.09128252,-0.49095372,-0.51808762,-1.7769003,28.04678363,-5.57184751,28.04678363,-1.33825981,1.15962116,25.28465984,-20.97874337,1.6924081,6.09929078
MU,"Micron Technology, Inc.",-0.21832296,-0.41962556,-0.46380319,-0.09715026,-0.45175863,23.46938776,-3.38186942,23.46938776,12.01669995,-1.264,22.05300633,-20.24040326,1.1457356,3.53379802
NOC,Northrop Grumman Corporation,0.13677396,0.06606073,0.01593771,-0.08870289,0.12079772,-19.48827917,0.37244373,-19.48827917,-20.07568866,-8.48333333,-19.38633194,18.58010528,0.43800074,2.78585993
FISV,"Fiserv, Inc.",0.01891611,0.17050298,-0.45184976,-0.43779127,-0.87176603,4.63045414,-0.69490093,4.63045414,2.40147187,-0.98314607,3.96185608,5.32868526,1.0360171,1.453958
PNC,"PNC Financial Services Group, Inc. (The)",0.11987828,0.16606187,0.12295586,0.20303944,-0.04296324,3.115107,-0.1899859,3.115107,-0.03682789,-1.11117858,2.01064829,-20.20969085,1.0998143,0.86393089
AON,Aon plc,0.07879476,0.05987269,0.0346544,0.11666036,-0.27793917,5.7972946,-0.55120576,5.7972946,12.09008437,13.08807294,5.47749543,20.70092747,0.94565487,1.53724747
BSX,Boston Scientific Corporation,0,0.01091584,0.10926573,0.14209203,-0.03273322,-0.99416469,-0.21781747,-0.99416469,7.35880009,10.04083594,-1.44148021,6.1891516,0.83723885,0.71209465
LRCX,Lam Research Corporation,0.01044321,0.09615988,0.04074086,-0.0375775,-0.78529692,13.87818225,-0.88013585,13.87818225,15.89104116,-5.47260734,11.38183003,-13.54539215,1.8121827,2.19154644
TFC,Truist Financial Corporation,-0.03095017,-0.12368584,-0.26759984,0.01032098,-0.50313174,12.59586335,-0.7985258,12.59586335,7.21398539,-3.1,11.58452326,-21.51304066,0.9335488,1.1161637
ETN,"Eaton Corporation, PLC",0.08087092,0.05597363,-0.00627758,0.05908511,-0.75262184,2.4976107,-0.84442801,2.4976107,5.8633851,8.89460502,1.76492915,4.08929149,0.85723186,1.22953371
CME,CME Group Inc.,0.05117416,-0.10786262,-0.30594901,-0.29380349,-0.52856214,4.63843958,0.15938069,4.63843958,0.833787,-11.44438853,4.57003625,-21.43239864,0.65086925,1.70331548
FCX,"Freeport-McMoRan, Inc.",0.03410253,-0.04543389,-0.28328612,-0.21544393,-1.10137109,15.73684211,-1.87416332,15.73684211,30.54318789,48.58108108,15.88932806,20.75782537,1.2374619,2.43458476
WM,"Waste Management, Inc.",0.03919775,0.0130625,-0.18251744,-0.14346267,-0.20203337,-2.40948496,0.32107988,-2.40948496,-3.74096196,-6.68048275,-2.73807255,4.60508336,0.54605556,1.56516045
CSX,CSX Corporation,0.05024284,0,-0.21713713,-0.31703654,-0.97795458,-3.55067786,-0.66489362,-3.55067786,1.87521309,-7.23377833,-3.86100386,-10.91234347,0.8335157,2.305621
GD,General Dynamics Corporation,0.02285109,-0.01315328,-0.15761131,-0.22750142,-0.64479589,-8.07706259,0.25495626,-8.07706259,-8.97226103,0.39617907,-7.98063345,8.68757148,0.6729911,1.64774484
MMM,3M Company,-0.10201819,-0.20276713,-0.39793065,-0.15958862,-0.69664903,-6.12074716,-2.31670282,-6.12074716,-11.19350004,-20.66243834,-7.35681369,-33.1432983,0.9218072,3.05614783
HUM,Humana Inc.,-0.05667941,-0.08448034,-0.24685771,-0.16881807,-1.21014567,-5.3261485,0.66847973,-5.3261485,-12.71218476,0.99135687,-4.59035102,27.43016319,0.35197082,2.91713118
CL,Colgate-Palmolive Company,0.16492578,0.01372307,-0.05485464,-0.06170723,-0.58655027,-7.5009519,1.80192764,-7.5009519,-1.17966102,-8.9,-7.5009519,-11.07857491,0.40244058,2.97015961
MPC,Marathon Petroleum Corporation,-0.00774413,-0.15465512,-0.55452865,-0.33961099,-0.87517273,10.95454936,-2.79262326,10.95454936,13.43991567,36.67054715,11.66450497,79.86072423,0.63682264,3.48035036
